,the_geom,uid_merged,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,the_geom_webmercator,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,agencyjuris,datasource,dataname,dataurl,datadate,pgtable,facdomain
20852,0101000020E61000003B18B14F007052C0226E4E25034E4440,30406,158178,5405002.0,,Far Rockaway Yard,,,Mott Avenue,Far Rockaway,Queens,4.0,11691.0,40.609471,-73.750019,1053659.0,161422.0,,4155030001;4155290004,414.0,31,103202,QN15,0101000020110F0000F8A3E8A365515FC16445CC10C7E65241,Transportation,Rail Yards and Maintenance,LIRR Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
20889,0101000020E6100000812557B1F87552C01A89D008366C4440,164215,107333,5402007.0,,Pelham,1496,Benson Street,1496 Benson Street,Bronx,Bronx,2.0,10461.0,40.845399,-73.843304,1027604.0,247317.9998,,2041420014,211.0,13,28400,BX37,0101000020110F00007C47FCBF895B5FC1A7C27B2E9F085341,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
20985,0101000020E61000007104A9143B8F52C0CEC29E76F8434440,,45932,5302503001.0,,Charleston Depot,4700,Arthur Kill Road,4700 Arthur Kill Road,Staten Is,Staten Is,,10309.0,40.53102,-74.237981,918095.2745,132831.1932,5169957,5074870100,503.0,51,22600,SI11,0101000020110F00001426848F71865FC17EBF2DD98CDB5241,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA;NYCDCAS;NYCDPR,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
21471,0101000020E6100000AF777FBC577652C0F7578FFB56734440,165553,163930,5401001.0,,239 St.,4570,Furman Ave at 240 St,4570 Furman Ave at 240 St,Bronx,Bronx,2.0,10466.0,40.901092,-73.84910500000001,1025964.0,267605.9999,,2050850013;2050850100,212.0,11,43400,BX62,0101000020110F00003CA7E7302B5C5FC167A3CEEBA0105341,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
21820,0101000020E6100000957CEC2E507652C0749A05DA1D604440,,122076,5405010.0,,Shea Yard/Mets-Willets Point Yard,44,Ave,44 Ave,Corona,Queens,4.0,11368.0,40.750911,-73.848644,1026186.163,212890.1316,4556465,4020180300,481.0,21,38302,QN99,0101000020110F00001CDE885C1E5C5FC12757948E0DFB5241,Transportation,Rail Yards and Maintenance,LIRR Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
22097,0101000020E61000006479573D607A52C0A8FDD64E94524440,,96948,5303318001.0,,Premier Para,940,Remsen Avenue,940 Remsen Avenue,Brooklyn,Brooklyn,3.0,11236.0,40.645151,-73.912124,1008636.402,174334.5644,3256902,3079460078,318.0,45,96200,BK50,0101000020110F00006FCE740005635FC11A6BBF64E3EB5241,Transportation,Bus Depots and Terminals,MTA Paratransit Vehicle Depot,,,,,,,,Non-public,Proprietary,Non-public,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
22306,0101000020E6100000F1BC546CCC7152C0763579CA6A5A4440,,163914,5406002.0,,Hillside Maintenance Facility,182-53,Liberty Avenue,182-53 Liberty Avenue,Saint Albans,Queens,4.0,11412.0,40.706384,-73.778102,1045772.0,196709.0,,,412.0,27,44400,QN61,0101000020110F000084F0C32F73545FC1BE5A0957AAF45241,Transportation,Rail Yards and Maintenance,LIRR Maintenance and Other Facility,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
22702,0101000020E610000094DE37BEF67752C09C6F44F7AC6B4440,125641;18916;40080;125640;26634,125635,5401005.0,,Unionport,1151,E 180 St at Morris Park Ave,1151 E 180 St at Morris Park Ave,Bronx,Bronx,2.0,10460.0,40.841215999999996,-73.87443499999999,1018993.0,245780.0,,2040080004;2040080010;2040110001;2040110005;2040110210;2040110215,206.0,15,22000,BX17,0101000020110F00004366281FEC5E5FC14583874C05085341,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
22770,0101000020E61000000932022A1C7F52C06D01A1F5F0614440,,148739,5402080.0,,NYCT Facility,333,West   53 Street,333 West   53 Street,New York,Manhattan,1.0,10019.0,40.765166,-73.986094,988102.2215,218047.5124,1025391,1010440003,104.0,3,13300,MN15,0101000020110F0000C3CCD4930F6B5FC131CF924A19FD5241,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
23621,0101000020E61000005A65A6B4FE7952C0AC8F87BEBB534440,,166118,5402072.0,,NYCT Facility,1035,Rockaway Avenue,1035 Rockaway Avenue,Brooklyn,Brooklyn,3.0,11236.0,40.654167,-73.906171,1010285.0,177621.0001,3326679,3036440021,316.0,42,109800,BK82,0101000020110F000047EF9E545F625FC137423B1B2EED5241,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
23695,0101000020E6100000130B7C45B77C52C0CF15A584605F4440,,158015,5406001.0,,Arch Street Shop,46-30,21 Street,46-30 21 Street,Long Island City,Queens,4.0,11101.0,40.745133,-73.948686,998468.6213,210752.8837,4000482,4000560051,402.0,26,700,QN31,0101000020110F000053A48084FE665FC1782C8C4D39FA5241,Transportation,Rail Yards and Maintenance,LIRR Maintenance and Other Facility,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
23944,0101000020E61000000BB8E7F9D37B52C01C7920B248694440,31641,164040,5401010.0,,148 St.,147,St and Lenox Ave,147 St and Lenox Ave,New York,Manhattan,1.0,10039.0,40.822531,-73.934813,1002292.0,238954.0002,,1020160001,110.0,9,23600,MN03,0101000020110F0000EB270B6F7C655FC1FCE66C0A56055341,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
24740,0101000020E6100000F86BB2463D8052C071CCB22781534440,,122256,5402065.0,,38 St.,465,38 Street,465 38 Street,Brooklyn,Brooklyn,3.0,11232.0,40.652378999999996,-74.00374000000001,983212.1070000001,176955.6489,3339234,3007010038,307.0,38,8400,BK32,0101000020110F0000E98BD4A9FA6C5FC1FBA28E84ECEC5241,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
24933,0101000020E6100000139A2496948452C083A5BA80974F4440,94478;94506,141256,5401026.0,,Clifton,,,Bay Street,Staten Island,Staten Island,5.0,10304.0,40.621811,-74.071569,964382.0,165827.0001,,5004960215;5028200001;5028200005,501.0,49,600,SI37,0101000020110F00006B43F9555A745FC1C7E372798BE85241,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
25147,0101000020E6100000A60D87A5817B52C03A22DFA5D45F4440,,115911,5407001.0,,Sunnyside Yard,,,Skillman Avenue,Long Island City,Queens,4.0,11101.0,40.748677,-73.929788,1003704.1390000001,212047.7321,4550832,4002140001,402.0,26,17100,QN31,0101000020110F0000B801B296F0645FC1E58D347DBBFA5241,Transportation,Rail Yards and Maintenance,Amtrak Yard,,,,,,,,Public,Amtrak,Amtrak,Amtrak: Federal,Amtrak,Amtrak,,Amtrak,Amtrak: Selected Facilities and Program Sites Database,Amtrak: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,Amtrak: 2015-03-01,amtrak_facilities_sfpsd,Core Infrastructure and Transportation
25459,0101000020E6100000D253E410717A52C0F94B8BFA246F4440,55576;55577,123886,5402050.0,,NYCT Facility,396,West  215 Street,396 West  215 Street,New York,Manhattan,1.0,10034.0,40.868316,-73.913151,1008270.673,255640.6615,1084818,1021890001,112.0,10,29900,MN01,0101000020110F00002686439521635FC101F37E6AEA0B5341,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
25793,0101000020E61000000EDC813AE58052C0A983BC1E4C584440,,116535,,,Nolan Park,1,Governors Island,1 Governors Island,New York,Manhattan,1.0,10004.0,40.689823,-74.013991,980369.9999,190598.0001,,1000010010,101.0,1,500,MN99,0101000020110F000034698AF2176E5FC10409176E4AF25241,Parks and Plazas,Parks,City-State Park,,,,,TGI: 4.000,TGI: Acres,,Public,Trust for Governors Island,TGI,TGI: City-State,Trust for Governors Island,TGI,,TGI,TGI: Selected Facilities and Program Sites Database,TGI: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,TGI: 2015-03-01,tgi_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
25869,0101000020E61000001BB96E4A797452C0D3A57F492A594440,,90164,5405009.0,,Richmond Hill Yard,89,Ave,89 Ave,Richmond Hill,Queens,4.0,11418.0,40.696603,-73.819903,1034189.957,193119.1271,4602536,4093750058,409.0,29,14202,QN54,0101000020110F0000B5A6CA80FE585FC14983934943F35241,Transportation,Rail Yards and Maintenance,LIRR Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
25933,0101000020E6100000BDAC8905BE6E52C01763601DC75B4440,76535,76551,5302413002.0,,Queens Village Depot,222-22,97 Avenue,222-22 97 Avenue,Queens Village,Queens,4.0,11429.0,40.717014,-73.73034799999999,1059000.108,200619.1543,4430408;4576196,4108080001,413.0,27,56800,QN34,0101000020110F00002B5BE732424F5FC1EF13549E30F65241,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
26020,0101000020E6100000BE4C1421757F52C056D636C5E3604440,,85015,,,Port Authority Bus Terminal,641,8 Avenue,641 8 Avenue,New York,Manhattan,1.0,10018.0,40.756951,-73.991524,986598.1893,215054.6566,1083268,1010320029,104.0,3,11500,MN15,0101000020110F000018A894B1A66B5FC1043A8A74EBFB5241,Transportation,Bus Depots and Terminals,PANYNJ Bus Terminal,,,,,,,,Public,Port Authority of New York and New Jersey,PANYNJ,PANYNJ: State,Port Authority of New York and New Jersey,PANYNJ,,PANYNJ,PANYNJ: Selected Facilities and Program Sites Database,PANYNJ: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,PANYNJ: 2015-03-01,panynj_facilities_sfpsd,Core Infrastructure and Transportation
26053,0101000020E6100000E7FF55478E7A52C0255AF2785A5C4440,,132292,5402097.0,,NYCT Facility,55-04,Maspeth Avenue,55-04 Maspeth Avenue,Maspeth,Queens,4.0,11378.0,40.721511,-73.914934,1007829.498,202153.8561,4437469,4026100530,405.0,30,21900,QN31,0101000020110F0000B84B273453635FC19A7F66BED5F65241,Transportation,Rail Yards and Maintenance,NYCT Subway Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
26210,0101000020E61000002B685A62658E52C099840B7904434440,45917,160747,,,South Shore Park & Ride,,,W Shore Expy & Richmond Pkwy at Pleasant Plains Ave,Staten Island,Staten Island,5.0,10309.0,40.523573999999996,-74.224938,921714.0001,130109.0,,,503.0,51,22600,SI11,0101000020110F0000A33F599306855FC1C48633397CDA5241,Transportation,Parking Lots and Garages,Public Park and Ride Lot,,,,,,,,Public,NYS Department of Transportation,NYSDOT,NYSDOT: State,NYS Department of Transportation,NYSDOT,,NYSDOT,NYSDOT: Selected Facilities and Program Sites Database,NYSDOT: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,NYSDOT: 2015-03-01,nysdot_facilities_sfpsd,Core Infrastructure and Transportation
26353,0101000020E6100000F9F4D896017C52C03D7E6FD39F5F4440,165978;52265,116201,5405013.0,,Yard A,,,Queens Boulevard,Long Island City,Queens,4.0,11101.0,40.747065,-73.937597,1001541.041,211458.6247,4551589,4002140068;4002390130;4002700002,402.0,26,17100,QN31,0101000020110F0000C75281E9C9655FC14577CA4580FA5241,Transportation,Rail Yards and Maintenance,LIRR Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
26786,0101000020E610000039622D3E058152C0051A6CEA3C584440,,147486,,,Parade Ground,1,Governors Island,1 Governors Island,New York,Manhattan,1.0,10004.0,40.689359,-74.015945,979828.0,190429.0001,,1000010010,101.0,1,500,MN99,0101000020110F000017FEB5534E6E5FC1CC94676639F25241,Parks and Plazas,Parks,City-State Park,,,,,TGI: 10.000,TGI: Acres,,Public,Trust for Governors Island,TGI,TGI: City-State,Trust for Governors Island,TGI,,TGI,TGI: Selected Facilities and Program Sites Database,TGI: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,TGI: 2015-03-01,tgi_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
26966,0101000020E6100000A96BED7DAA7C52C08E8F16670C5F4440,,89512,5403003.0,,Arch Street Yard,21-08,Jackson Avenue,21-08 Jackson Avenue,Long Island City,Queens,4.0,11101.0,40.742566,-73.947906,998685.5702,209817.5795,4543069,4000720001,402.0,26,1900,QN31,0101000020110F0000A1FB6ECFE8665FC1939CAC02DBF95241,Transportation,Rail Yards and Maintenance,Metro-North Yard,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
27026,0101000020E6100000ACE5CE4C308852C0A3CEDC43C2514440,,123463,5303501001.0,,Mv Public,1957,Richmond Terrace,1957 Richmond Terrace,Staten Island,Staten Island,5.0,10310.0,40.638740999999996,-74.127948,948740.0001,172012.9999,,5001850527,501.0,49,20700,SI28,0101000020110F0000D1BA315B7B7A5FC19858354CF8EA5241,Transportation,Bus Depots and Terminals,MTA Paratransit Vehicle Depot,,,,,,,,Non-public,Proprietary,Non-public,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
27064,0101000020E6100000B76114048F7852C0F06AB93313624440,,64813,5302403001.0,,Laguardia Depot,85-01,24 Avenue,85-01 24 Avenue,East Elmhurst,Queens,4.0,11369.0,40.766211,-73.883729,1016457.6259999999,218449.5604,4441816,4010800001,403.0,22,32900,QN28,0101000020110F0000D0A4C5C5EE5F5FC132DE7EB03FFD5241,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,City Leased,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
27348,0101000020E61000001DAF40F4A47152C02C45F295405A4440,,95499,5406004.0,,M Of W Shop,,,Liberty Avenue,Jamaica,Queens,4.0,11433.0,40.705096000000005,-73.775693,1046441.118,196241.7264,4585370,4103430005,412.0,27,44400,QN61,0101000020110F000038B9F82430545FC1E7A0370E7BF45241,Transportation,Rail Yards and Maintenance,LIRR Maintenance and Other Facility,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
27362,0101000020E61000007156444DF47B52C04436902E36694440,,105004,5302110001.0,,Mother Clara Hale Depot,721,Lenox Avenue,721 Lenox Avenue,New York,Manhattan,1.0,10039.0,40.821965999999996,-73.936786,1001745.911,238747.7993,1060196,1020150006,110.0,9,23400,MN03,0101000020110F0000BA0C9457B3655FC1C938274341055341,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
28200,0101000020E61000007A6EA12B117952C09A5E622CD3534440,,39954,5303305001.0,,Empire Para,880,Alabama Avenue,880 Alabama Avenue,Brooklyn,Brooklyn,3.0,11207.0,40.654882,-73.891673,1014307.405,177886.2324,3097770,3043650012,305.0,42,110400,BK82,0101000020110F0000EBDC61DACB605FC107BEBF5548ED5241,Transportation,Bus Depots and Terminals,MTA Paratransit Vehicle Depot,,,,,,,,Non-public,Proprietary,Non-public,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
28547,0101000020E610000036221807977952C07FFB3A70CE564440,,110495,5302305001.0,,East New York Depot,25,Jamaica Avenue,25 Jamaica Avenue,Brooklyn,Brooklyn,3.0,11207.0,40.678175,-73.899843,1012030.603,186369.8609,3393286,3034760010,305.0,37,114201,BK83,0101000020110F00008F1C1E39AF615FC118E422F49EF05241,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
28772,0101000020E610000017F2086EA47B52C05F5CAAD2166B4440,,160115,5404001.0,,Highbridge Facility,,,Maj Wm Deegan Blvd,Bronx,Bronx,2.0,10452.0,40.836634000000004,-73.931911,1003091.0,244093.0001,,2025390506,204.0,16,19300,BX26,0101000020110F00005CAEE5AB2B655FC1230FCBBF5C075341,Transportation,Rail Yards and Maintenance,Metro-North Maintenance and Other Facility,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
29107,0101000020E6100000213CDA38628152C05EF1D4230D584440,,116541,,,Play Lawn,1,Governors Island,1 Governors Island,New York,Manhattan,1.0,10004.0,40.687901000000004,-74.02162,978253.9998,189897.9998,,1000010010,101.0,1,500,MN99,0101000020110F0000DE30F342EC6E5FC1DB1C6BE303F25241,Parks and Plazas,Parks,City-State Park,,,,,TGI: 14.000,TGI: Acres,,Public,Trust for Governors Island,TGI,TGI: City-State,Trust for Governors Island,TGI,,TGI,TGI: Selected Facilities and Program Sites Database,TGI: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,TGI: 2015-03-01,tgi_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
29296,0101000020E6100000895C70067F7F52C0CA8AE1EA004C4440,,99567,5302311001.0,,Ullmer Park Depot,2449,Harway Avenue,2449 Harway Avenue,Brooklyn,Brooklyn,3.0,11214.0,40.593778,-73.99212800000001,986436.3469,155605.8575,3186632,3068930001,311.0,47,30400,BK29,0101000020110F00008B36BF80B76B5FC1335491D987E45241,Transportation,Bus Depots and Terminals,MTA Bus Depot,,,,,,,City Owned,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,MTA,MTA;NYCDCAS,MTA: Selected Facilities and Program Sites Database;NYCDCAS: City Owned and Leased Properties,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page;NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,MTA: 2015-03-01;NYCDCAS: 2017-06-01,dcas_facilities_colp;mta_facilities_sfpsd,Core Infrastructure and Transportation
29349,0101000020E61000004A0D6D00367D52C011E335AFEA564440,,5514,5402051.0,,NYCT Facility,1114,Atlantic Avenue,1114 Atlantic Avenue,Brooklyn,Brooklyn,3.0,11238.0,40.679037,-73.95642099999999,996337.5414,186671.0109,3332194,3011260032,308.0,35,30500,BK61,0101000020110F0000456D1AC8D5675FC12A6A0B96BEF05241,Transportation,Rail Yards and Maintenance,NYCT Maintenance and Other Facility,,,,,,,,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,,MTA,MTA: Selected Facilities and Program Sites Database,MTA: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,MTA: 2015-03-01,mta_facilities_sfpsd,Core Infrastructure and Transportation
